x;cot
-12.566370614359172;undefined
-12.566270614359173;9999.999964690825
-12.565370614359173;999.9996666399329
-12.556370614359173;99.99666664426616
-12.546370614359173;49.993333155477075
-12.536370614359173;33.32333273325903
-12.526370614359173;24.986665244215274
-12.516370614359174;19.98333055489056
-12.506370614359174;16.64666186501507
-12.496370614359174;14.26237332659618
-12.486370614359174;12.473321948614664
-12.476370614359174;11.081094898603693
-12.466370614359175;9.966644423259226
-12.456370614359175;9.054212812337271
-12.446370614359175;8.293294880593816
-12.436370614359175;7.648925458038249
-12.426370614359175;7.096129384363382
-12.416370614359176;6.616591505589622
-12.406370614359176;6.1965754219537414
-12.396370614359176;5.8255767953622435
-12.386370614359176;5.49542555434676
-12.376370614359177;5.199671613240245
-12.366370614359177;4.933154875586937
-12.356370614359177;4.691698093715731
-12.346370614359177;4.471883493877961
-12.336370614359177;4.2708876730783905
-12.326370614359178;4.086357771691625
-12.316370614359178;3.9163173646459994
-12.306370614359178;3.7590940700170408
-12.296370614359178;3.6132632445954473
-12.286370614359178;3.4776037446826793
-12.276370614359179;3.3510628398202416
-12.266370614359179;3.232728143765876
-12.256370614359179;3.1218049781792843
-12.24637061435918;3.017597980609399
-12.23637061435918;2.9194960564792507
-12.22637061435918;2.8269599865961017
-12.21637061435918;2.739512159083809
-12.20637061435918;2.656728012653447
-12.19637061435918;2.57822886744608
-12.18637061435918;2.5036758878425456
-12.17637061435918;2.432764974066095
-12.166370614359181;2.365222420039144
-12.156370614359181;2.3008012066703585
-12.146370614359181;2.2392778246666603
-12.136370614359182;2.1804495406685405
-12.126370614359182;2.1241320361798257
-12.116370614359182;2.0701573613012694
-12.106370614359182;2.0183721553635086
-12.096370614359182;1.9686360947077448
-12.086370614359183;1.920820534488622
-12.076370614359183;1.874807316781646
-12.066370614359183;1.830487721712478
-12.056370614359183;1.7877615419775934
-12.046370614359184;1.7465362641454434
-12.036370614359184;1.706726342635346
-12.026370614359184;1.6682525543602456
-12.016370614359184;1.631041423766295
-12.006370614359184;1.595024709470379
-11.996370614359185;1.5601389449300973
-11.986370614359185;1.5263250266253843
-11.976370614359185;1.4935278441144162
-11.966370614359185;1.4616959470781956
-11.956370614359185;1.4307812451099426
-11.946370614359186;1.400738736550746
-11.936370614359186;1.371526263145284
-11.926370614359186;1.3431042876926629
-11.916370614359186;1.3154356922159998
-11.906370614359187;1.2884855944746374
-11.896370614359187;1.2622211809020194
-11.886370614359187;1.2366115542785192
-11.876370614359187;1.2116275946441164
-11.866370614359187;1.1872418321267368
-11.856370614359188;1.163428330511419
-11.846370614359188;1.1401625805057523
-11.836370614359188;1.117421401771842
-11.826370614359188;1.0951828528951466
-11.816370614359188;1.0734261485494279
-11.806370614359189;1.0521315831946858
-11.796370614359189;1.0312804607141484
-11.786370614359189;1.0108550294569647
-11.77637061435919;0.9908384222075982
-11.76637061435919;0.9712146006505182
-11.75637061435919;0.951968303941576
-11.74637061435919;0.9330850010352528
-11.73637061435919;0.9145508464509093
-11.72637061435919;0.8963526391910449
-11.71637061435919;0.8784777845520507
-11.70637061435919;0.860914258591512
-11.696370614359191;0.8436505750383604
-11.686370614359191;0.8266757544511104
-11.676370614359191;0.809979295447233
-11.666370614359192;0.7935511478423535
-11.656370614359192;0.7773816875520657
-11.646370614359192;0.7614616931219961
-11.636370614359192;0.7457823237633309
-11.626370614359193;0.7303350987814461
-11.616370614359193;0.7151118782946355
-11.606370614359193;0.700104845148691
-11.596370614359193;0.6853064879406384
-11.586370614359193;0.6707095850722281
-11.576370614359194;0.6563071897599432
-11.566370614359194;0.6420926159343623
-11.556370614359194;0.6280594249668193
-11.546370614359194;0.6142014131663416
-11.536370614359194;0.6005125999941227
-11.526370614359195;0.5869872169468959
-11.516370614359195;0.5736196970642703
-11.506370614359195;0.5604046650184547
-11.496370614359195;0.5473369277478395
-11.486370614359195;0.5344114655988887
-11.476370614359196;0.521623423943189
-11.466370614359196;0.5089681052390945
-11.456370614359196;0.49644096150942824
-11.446370614359196;0.4840375872088541
-11.436370614359197;0.4717537124562905
-11.426370614359197;0.4595851966094865
-11.416370614359197;0.44752802216046556
-11.406370614359197;0.43557828893195144
-11.396370614359197;0.42373220855628974
-11.386370614359198;0.41198609921953494
-11.376370614359198;0.40033638065457716
-11.366370614359198;0.38877956936822483
-11.356370614359198;0.3773122740881285
-11.346370614359198;0.3659311914162482
-11.336370614359199;0.3546331016766249
-11.326370614359199;0.34341486494573303
-11.316370614359199;0.33227341725455156
-11.3063706143592;0.32120576695214687
-11.2963706143592;0.3102089912211057
-11.2863706143592;0.29928023273583454
-11.2763706143592;0.2884166964551446
-11.2663706143592;0.27761564654115145
-11.2563706143592;0.2668744033968837
-11.2463706143592;0.2561903408154792
-11.2363706143592;0.24556088323419825
-11.226370614359201;0.23498350308687385
-11.216370614359201;0.22445571824875377
-11.206370614359201;0.2139750895679732
-11.196370614359202;0.2035392184782399
-11.186370614359202;0.19314574468754375
-11.176370614359202;0.18279234393795382
-11.166370614359202;0.17247672583182974
-11.156370614359203;0.16219663171994156
-11.146370614359203;0.15194983264723813
-11.136370614359203;0.14173412735214264
-11.126370614359203;0.13154734031545978
-11.116370614359203;0.1213873198551043
-11.106370614359204;0.11125193626301609
-11.096370614359204;0.10113907998076258
-11.086370614359204;0.09104665981042853
-11.076370614359204;0.08097260115751971
-11.066370614359204;0.07091484430268444
-11.056370614359205;0.06087134269916577
-11.046370614359205;0.05084006129295188
-11.036370614359205;0.0408189748626716
-11.026370614359205;0.03080606637634009
-11.016370614359206;0.02079932536210589
-11.006370614359206;0.010796746290191544
-11.005574287564276;0.010000333346666978
-10.996574287564275;0.0010000003333329106
-10.996370614359206;7.963269632566568E-4
-10.995674287564276;1.0000000033310009E-4
-10.995574287564276;0.0
-10.995474287564276;-1.0000000035309156E-4
-10.994574287564276;-0.0010000003333601772
-10.986370614359206;-0.00920393308759312
-10.985574287564276;-0.010000333346684992
-10.976370614359206;-0.019206034203721068
-10.966370614359207;-0.029211978199929295
-10.956370614359207;-0.03922376996767681
-10.946370614359207;-0.04924341908364184
-10.936370614359207;-0.059272941426223406
-10.926370614359207;-0.069314360802907
-10.916370614359208;-0.07936971059103476
-10.906370614359208;-0.08944103539504349
-10.896370614359208;-0.09953039272297372
-10.886370614359208;-0.10963985468523976
-10.876370614359208;-0.11977150971853628
-10.866370614359209;-0.1299274643381917
-10.856370614359209;-0.1401098449219321
-10.84637061435921;-0.1503207995284555
-10.83637061435921;-0.16056249975410758
-10.82637061435921;-0.17083714263121325
-10.81637061435921;-0.18114695257157115
-10.80637061435921;-0.19149418335906637
-10.79637061435921;-0.2018811201950738
-10.78637061435921;-0.21231008180087277
-10.77637061435921;-0.22278342258128467
-10.76637061435921;-0.2333035348539869
-10.756370614359211;-0.2438728511491561
-10.746370614359211;-0.2544938465843554
-10.736370614359211;-0.2651690413197575
-10.726370614359212;-0.2759010030991117
-10.716370614359212;-0.2866923498822021
-10.706370614359212;-0.29754575257473836
-10.696370614359212;-0.30846393786200527
-10.686370614359213;-0.3194496911530423
