x;system
-5.976370614359313;-10.430983209701997
-5.966370614359313;-9.773097362254472
-5.956370614359313;-9.180866860093172
-5.946370614359314;-8.649076819913994
-5.936370614359314;-8.174078607067118
-5.926370614359314;-7.7538414362237535
-5.916370614359314;-7.388131431949947
-5.906370614359314;-7.078864003813524
-5.896370614359315;-6.830711476369868
-5.886370614359315;-6.652111541230776
-5.876370614359315;-6.5569408059898056
-5.866370614359315;-6.56735191636676
-5.8563706143593155;-6.7187640179468335
-5.846370614359316;-7.0691032956986755
-5.836370614359316;-7.7171103280131295
-5.826370614359316;-8.841981397634402
-5.816370614359316;-10.800123153849366
-5.806370614359317;-14.404968156693098
-5.796370614359317;-21.97913393225366
-5.786370614359317;-43.78150048293169
-5.776370614359317;-325.2166629551081
-5.766370614359317;77.72219977531385
-5.756370614359318;40.39044750050224
-5.746370614359318;30.393165417237007
-5.736370614359318;26.396817661749964
-5.726370614359318;24.76882761960825
-5.7163706143593185;24.386857656951932
-5.706370614359319;24.802274072890516
-5.696370614359319;25.812114298764968
-5.686370614359319;27.322415320415224
-5.676370614359319;29.295364756258657
-5.6663706143593195;31.726109224020725
-5.65637061435932;34.631697518565176
-5.64637061435932;38.045563760875446
-5.63637061435932;42.014767863884025
-5.62637061435932;46.59870675695452
-5.616370614359321;51.86865341836121
-5.606370614359321;57.907778958687715
-5.596370614359321;64.81146041579052
-5.586370614359321;72.68775508380641
-5.5763706143593215;81.6579681067388
-5.566370614359322;91.85727192211804
-5.556370614359322;103.43536362495836
-5.546370614359322;116.55717486701762
-5.536370614359322;131.40368143100744
-5.5263706143593225;148.17289718705032
-5.516370614359323;167.08117917339374
-5.506370614359323;188.36501499703365
-5.496370614359323;212.28350744372952
-5.486370614359323;239.12181047548205
-5.476370614359324;269.1958025573533
-5.466370614359324;302.85830608389125
-5.456370614359324;340.50717697966087
-5.446370614359324;382.5956012624228
-5.4363706143593244;429.64495397221873
-5.426370614359325;482.2606117356456
-5.416370614359325;541.1511763192409
-5.406370614359325;607.1516760866118
-5.396370614359325;681.2514779581293
-5.3863706143593255;764.6278762999924
-5.376370614359326;858.686639627539
-5.366370614359326;965.1112061761941
-5.356370614359326;1085.9227459577785
-5.346370614359326;1223.5539797610672
-5.336370614359327;1380.940507950161
-5.326370614359327;1561.6345154863695
-5.316370614359327;1769.9471705833287
-5.306370614359327;2011.1279421200968
-5.296370614359327;2291.591589700229
-5.286370614359328;2619.2069564585904
-5.276370614359328;3003.666231597402
-5.266370614359328;3456.95948297972
-5.256370614359328;3993.9876003230356
-5.2463706143593285;4633.358197370296
-5.236370614359329;5398.42471917421
-5.226370614359329;6318.650736070637
-5.216370614359329;7431.411695967409
-5.206370614359329;8784.38890215332
-5.19637061435933;10438.770520502427
-5.18637061435933;12473.559855643105
-5.17637061435933;14991.413636307085
-5.16637061435933;18126.610079693746
