x;csc
-12.566370614359172;undefined
-12.566270614359173;10000.00001469083
-12.565370614359173;1000.0001666399749
-12.556370614359173;100.00166668593324
-12.546370614359173;50.003333488823735
-12.536370614359173;33.33833385836028
-12.526370614359173;25.006667911308668
-12.516370614359174;20.0083357645263
-12.506370614359174;16.676670868256245
-12.496370614359174;14.29738762526923
-12.486370614359174;12.513343295610174
-12.476370614359174;11.126125298227628
-12.466370614359175;10.016686131634765
-12.456370614359175;9.109268337857443
-12.446370614359175;8.353366984425106
-12.436370614359175;7.7140171546753455
-12.426370614359175;7.1662439422353765
-12.416370614359176;6.6917324477179
-12.406370614359176;6.27674652666177
-12.396370614359176;5.910782097037806
-12.386370614359176;5.585669344256512
-12.376370614359177;5.294958440397439
-12.366370614359177;5.033489547672367
-12.356370614359177;4.797085678052413
-12.346370614359177;4.582329318459979
-12.336370614359177;4.386397327654304
-12.326370614359178;4.206937108902917
-12.316370614359178;4.04197250122112
-12.306370614359178;3.889831388021489
-12.296370614359178;3.7490893927385005
-12.286370614359178;3.6185256396812955
-12.276370614359179;3.497087667820768
-12.266370614359179;3.383863361824164
-12.256370614359179;3.278058315799908
-12.24637061435918;3.1789774413446
-12.23637061435918;3.0860099195883826
-12.22637061435918;2.9986168087662395
-12.21637061435918;2.916320776212384
-12.20637061435918;2.838697541693639
-12.19637061435918;2.7653687083158145
-12.18637061435918;2.6959957253979723
-12.17637061435918;2.630274780140431
-12.166370614359181;2.567932455547809
-12.156370614359181;2.508722023783377
-12.146370614359181;2.4524202690493
-12.136370614359182;2.3988247537912453
-12.126370614359182;2.3477514576985055
-12.116370614359182;2.299032731509023
-12.106370614359182;2.252515517714968
-12.096370614359182;2.208059798417187
-12.086370614359183;2.1655372372030817
-12.076370614359183;2.1248299873302816
-12.066370614359183;2.0858296429335055
-12.056370614359183;2.0484363136241455
-12.046370614359184;2.012557805871703
-12.036370614359184;1.9781088970644172
-12.026370614359184;1.945010690235269
-12.016370614359184;1.9131900391862717
-12.006370614359184;1.882579035212355
-11.996370614359185;1.8531145478592514
-11.986370614359185;1.8247378131948122
-11.976370614359185;1.797394063956248
-11.966370614359185;1.7710321966878266
-11.956370614359185;1.7456044716253603
-11.946370614359186;1.7210662416286766
-11.936370614359186;1.6973757069362463
-11.926370614359186;1.6744936929169023
-11.916370614359186;1.6523834483423772
-11.906370614359187;1.631010462004678
-11.896370614359187;1.6103422957612905
-11.886370614359187;1.5903484323176422
-11.876370614359187;1.5710001362517871
-11.866370614359187;1.5522703269571603
-11.856370614359188;1.5341334623286973
-11.846370614359188;1.5165654321477786
-11.836370614359188;1.4995434602364115
-11.826370614359188;1.483046014550993
-11.816370614359188;1.4670527244750575
-11.806370614359189;1.4515443046479066
-11.796370614359189;1.4365024847353405
-11.786370614359189;1.4219099446091723
-11.77637061435919;1.4077502544566853
-11.76637061435919;1.394007819388675
-11.75637061435919;1.3806678281576024
-11.74637061435919;1.3677162056351349
-11.73637061435919;1.3551395687323469
-11.72637061435919;1.3429251854756301
-11.71637061435919;1.3310609369790305
-11.70637061435919;1.319535282077058
-11.696370614359191;1.3083372244045335
-11.686370614359191;1.2974562817287238
-11.676370614359191;1.286882457357009
-11.666370614359192;1.276606213458919
-11.656370614359192;1.2666184461554726
-11.646370614359192;1.2569104622415366
-11.636370614359192;1.2474739574186884
-11.626370614359193;1.2383009959263183
-11.616370614359193;1.2293839914681164
-11.606370614359193;1.2207156893399371
-11.596370614359193;1.2122891496724442
-11.586370614359193;1.2040977317094208
-11.576370614359194;1.1961350790485987
-11.566370614359194;1.1883951057781401
-11.556370614359194;1.1808719834468318
-11.546370614359194;1.1735601288112723
-11.536370614359194;1.1664541923074832
-11.526370614359195;1.1595490471985515
-11.516370614359195;1.1528397793536198
-11.506370614359195;1.1463216776169116
-11.496370614359195;1.1399902247284588
-11.486370614359195;1.1338410887613635
-11.476370614359196;1.1278701150426025
-11.466370614359196;1.122073318527215
-11.456370614359196;1.1164468765975428
-11.446370614359196;1.110987122261535
-11.436370614359197;1.105690537725763
-11.426370614359197;1.1005537483206231
-11.416370614359197;1.0955735167567984
-11.406370614359197;1.0907467376934419
-11.396370614359197;1.086070432600017
-11.386370614359198;1.0815417448948215
-11.376370614359198;1.0771579353444898
-11.366370614359198;1.0729163777098834
-11.356370614359198;1.068814554624661
-11.346370614359198;1.0648500536936074
-11.336370614359199;1.0610205637991879
-11.326370614359199;1.0573238716049416
-11.316370614359199;1.053757858245422
-11.3063706143592;1.0503204961930852
-11.2963706143592;1.047009846292949
-11.2863706143592;1.0438240549567668
-11.2763706143592;1.0407613515086303
-11.2663706143592;1.0378200456747964
-11.2563706143592;1.0349985252107452
-11.2463706143592;1.0322952536591126
-11.2363706143592;1.0297087682324286
-11.226370614359201;1.027237677815098
-11.216370614359201;1.0248806610793968
-11.206370614359201;1.0226364647105082
-11.196370614359202;1.0205039017361552
-11.186370614359202;1.0184818499565382
-11.176370614359202;1.0165692504705792
-11.166370614359202;1.014765106294879
-11.156370614359203;1.0130684810718777
-11.146370614359203;1.0114784978641496
-11.136370614359203;1.0099943380317853
-11.126370614359203;1.0086152401902602
-11.116370614359203;1.007340499246206
-11.106370614359204;1.0061694655087996
-11.096370614359204;1.0051015438747228
-11.086370614359204;1.0041361930846957
-11.076370614359204;1.003272925049914
-11.066370614359204;1.002511304246726
-11.056370614359205;1.0018509471782684
-11.046370614359205;1.0012915219017215
-11.036370614359205;1.0008327476201195
-11.026370614359205;1.000474394337795
-11.016370614359206;1.0002162825786791
-11.006370614359206;1.0000582831667635
-11.005574287564276;1.0000500020834164
-10.996574287564275;1.0000005000002063
-10.996370614359206;1.0000003170682619
-10.995674287564276;1.0000000049999982
-10.995574287564276;0.9999999999999982
-10.995474287564276;1.0000000049999986
-10.994574287564276;1.0000005000002075
-10.986370614359206;1.0000423552951514
-10.985574287564276;1.0000500020834158
-10.976370614359206;1.000184418869755
-10.966370614359207;1.0004265788504185
-10.956370614359207;1.000768956418251
-10.946370614359207;1.001211723025176
-10.936370614359207;1.0017551006035916
-10.926370614359207;1.0023993618381426
-10.916370614359208;1.0031448305002137
-10.906370614359208;1.0039918818459308
-10.896370614359208;1.0049409430785399
-10.886370614359208;1.0059924938762712
-10.876370614359208;1.0071470669868694
-10.866370614359209;1.0084052488902209
-10.856370614359209;1.00976768053055
-10.84637061435921;1.0112350581199552
-10.83637061435921;1.012808134015169
-10.82637061435921;1.0144877176695593
-10.81637061435921;1.0162746766627428
-10.80637061435921;1.0181699378101638
-10.79637061435921;1.020174488355406
-10.78637061435921;1.022289377248092
-10.77637061435921;1.0245157165105232
-10.76637061435921;1.0268546826963396
-10.756370614359211;1.0293075184451188
-10.746370614359211;1.0318755341364256
-10.736370614359211;1.0345601096478008
-10.726370614359212;1.0373626962211062
-10.716370614359212;1.0402848184420477
-10.706370614359212;1.0433280763380668
-10.696370614359212;1.0464941476001455
-10.686370614359213;1.0497847899344874
-10.676370614359213;1.053201843550382
-10.666370614359213;1.0567472337911483
-10.656370614359213;1.0604229739153417
-10.646370614359213;1.0642311680361283
-10.636370614359214;1.068174014227089
-10.626370614359214;1.072253807803471
-10.616370614359214;1.0764729447883807
-10.606370614359214;1.0808339255742414
-10.596370614359214;1.085339358790428
-10.586370614359215;1.089991965388894
-10.576370614359215;1.0947945829603594
-10.566370614359215;1.099750170294601
-10.556370614359215;1.1048618121993194
-10.546370614359216;1.1101327245931605
-10.536370614359216;1.1155662598895688
-10.526370614359216;1.121165912689414
-10.516370614359216;1.1269353258016555
-10.506370614359216;1.1328782966127804
-10.496370614359217;1.1389987838272475
-10.486370614359217;1.145300914602974
-10.476370614359217;1.1517889921076405
-10.466370614359217;1.1584675035236782
-10.456370614359217;1.1653411285319033
-10.446370614359218;1.1724147483061875
-10.436370614359218;1.1796934550541067
-10.426370614359218;1.1871825621412917
-10.416370614359218;1.1948876148403293
-10.406370614359219;1.202814401748333
-10.396370614359219;1.2109689669210084
-10.386370614359219;1.2193576227749725
-10.37637061435922;1.2279869638145309
-10.36637061435922;1.2368638812438162
-10.35637061435922;1.2459955785305137
-10.34637061435922;1.2553895879930705
-10.33637061435922;1.2650537884897384
-10.32637061435922;1.2749964242946215
-10.31637061435922;1.2852261252536243
-10.30637061435922;1.2957519283216719
-10.29637061435922;1.306583300591809
-10.286370614359221;1.3177301639371144
-10.276370614359221;1.329202921397714
